date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:38:43	202744/202744	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2026%20Mar%202024%2016:10:51%20GMT	https://duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/font-awesome/fontawesome5/webfonts/fa-solid-900.ttf	/abc/duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/font-awesome/fontawesome5/webfonts/fa-solid-900.ttf	(from https://duhocTDJ.vn/wp-content/litespeed/css/be71678994b50ceef3ccc2f72292e037.css?ver=3cc70)
20:38:44	117372/117372	---M--	200	added ('OK')	font/woff2	date:Tue,%2026%20Mar%202024%2016:10:51%20GMT	https://duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/font-awesome/fontawesome6/webfonts/fa-brands-400.woff2	/abc/duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/font-awesome/fontawesome6/webfonts/fa-brands-400.woff2	(from https://duhocTDJ.vn/wp-content/litespeed/css/be71678994b50ceef3ccc2f72292e037.css?ver=3cc70)
20:38:44	25452/25452	---M--	200	added ('OK')	font/woff2	date:Tue,%2026%20Mar%202024%2016:10:51%20GMT	https://duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/font-awesome/fontawesome6/webfonts/fa-regular-400.woff2	/abc/duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/font-awesome/fontawesome6/webfonts/fa-regular-400.woff2	(from https://duhocTDJ.vn/wp-content/litespeed/css/be71678994b50ceef3ccc2f72292e037.css?ver=3cc70)
20:38:44	207972/207972	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2026%20Mar%202024%2016:10:51%20GMT	https://duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/font-awesome/fontawesome6/webfonts/fa-brands-400.ttf	/abc/duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/font-awesome/fontawesome6/webfonts/fa-brands-400.ttf	(from https://duhocTDJ.vn/wp-content/litespeed/css/be71678994b50ceef3ccc2f72292e037.css?ver=3cc70)
20:38:44	68004/68004	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2026%20Mar%202024%2016:10:51%20GMT	https://duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/font-awesome/fontawesome6/webfonts/fa-regular-400.ttf	/abc/duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/font-awesome/fontawesome6/webfonts/fa-regular-400.ttf	(from https://duhocTDJ.vn/wp-content/litespeed/css/be71678994b50ceef3ccc2f72292e037.css?ver=3cc70)
20:38:45	156496/156496	---M--	200	added ('OK')	font/woff2	date:Tue,%2026%20Mar%202024%2016:10:51%20GMT	https://duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/font-awesome/fontawesome6/webfonts/fa-solid-900.woff2	/abc/duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/font-awesome/fontawesome6/webfonts/fa-solid-900.woff2	(from https://duhocTDJ.vn/wp-content/litespeed/css/be71678994b50ceef3ccc2f72292e037.css?ver=3cc70)
20:38:45	4792/4792	---M--	200	added ('OK')	font/woff2	date:Tue,%2026%20Mar%202024%2016:10:51%20GMT	https://duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/font-awesome/fontawesome6/webfonts/fa-v4compatibility.woff2	/abc/duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/font-awesome/fontawesome6/webfonts/fa-v4compatibility.woff2	(from https://duhocTDJ.vn/wp-content/litespeed/css/be71678994b50ceef3ccc2f72292e037.css?ver=3cc70)
20:38:45	918991/918991	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2026%20Mar%202024%2016:10:51%20GMT	https://duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/font-awesome/fontawesome5/webfonts/fa-solid-900.svg	/abc/duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/font-awesome/fontawesome5/webfonts/fa-solid-900.svg	(from https://duhocTDJ.vn/wp-content/litespeed/css/be71678994b50ceef3ccc2f72292e037.css?ver=3cc70)
20:38:45	10832/10832	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2026%20Mar%202024%2016:10:51%20GMT	https://duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/font-awesome/fontawesome6/webfonts/fa-v4compatibility.ttf	/abc/duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/font-awesome/fontawesome6/webfonts/fa-v4compatibility.ttf	(from https://duhocTDJ.vn/wp-content/litespeed/css/be71678994b50ceef3ccc2f72292e037.css?ver=3cc70)
20:38:45	419720/419720	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2026%20Mar%202024%2016:10:51%20GMT	https://duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/font-awesome/fontawesome6/webfonts/fa-solid-900.ttf	/abc/duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/font-awesome/fontawesome6/webfonts/fa-solid-900.ttf	(from https://duhocTDJ.vn/wp-content/litespeed/css/be71678994b50ceef3ccc2f72292e037.css?ver=3cc70)
20:38:46	525744/525744	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2026%20Mar%202024%2016:10:51%20GMT	https://duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/remixicon/remixicon.eot?t=1708865856766	/abc/duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/remixicon/remixicon117c.eot	(from https://duhocTDJ.vn/wp-content/litespeed/css/be71678994b50ceef3ccc2f72292e037.css?ver=3cc70)
20:38:46	163200/163200	---M--	200	added ('OK')	font/woff2	date:Tue,%2026%20Mar%202024%2016:10:51%20GMT	https://duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/remixicon/remixicon.woff2?t=1708865856766	/abc/duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/remixicon/remixicon117c.woff2	(from https://duhocTDJ.vn/wp-content/litespeed/css/be71678994b50ceef3ccc2f72292e037.css?ver=3cc70)
20:38:47	224116/224116	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Mar%202024%2016:10:51%20GMT	https://duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/remixicon/remixicon.woff?t=1708865856766	/abc/duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/remixicon/remixicon117c.woff	(from https://duhocTDJ.vn/wp-content/litespeed/css/be71678994b50ceef3ccc2f72292e037.css?ver=3cc70)
20:38:47	525572/525572	---M-Z	200	added ('OK')	font/ttf	date:Tue,%2026%20Mar%202024%2016:10:51%20GMT	https://duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/remixicon/remixicon.ttf?t=1708865856766	/abc/duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/remixicon/remixicon117c.ttf	(from https://duhocTDJ.vn/wp-content/litespeed/css/be71678994b50ceef3ccc2f72292e037.css?ver=3cc70)
20:38:47	1020/1020	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Mar%202024%2016:07:42%20GMT	https://duhocTDJ.vn/wp-content/themes/flatsome/assets/img/underline.png	/abc/duhocTDJ.vn/wp-content/themes/flatsome/assets/img/underline.png	(from https://duhocTDJ.vn/wp-content/litespeed/css/be71678994b50ceef3ccc2f72292e037.css?ver=3cc70)
20:38:48	3790/3790	---M--	200	added ('OK')	image/png	date:Tue,%2026%20Mar%202024%2016:07:42%20GMT	https://duhocTDJ.vn/wp-content/themes/flatsome/assets/img/shadow@2x.png	/abc/duhocTDJ.vn/wp-content/themes/flatsome/assets/img/shadow@2x.png	(from https://duhocTDJ.vn/wp-content/litespeed/css/be71678994b50ceef3ccc2f72292e037.css?ver=3cc70)
20:38:48	13090/13090	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2026%20Mar%202024%2016:07:42%20GMT	https://duhocTDJ.vn/wp-content/themes/flatsome/assets/css/icons/fl-icons.eot?v=3.18.6	/abc/duhocTDJ.vn/wp-content/themes/flatsome/assets/css/icons/fl-icons31c2.eot	(from https://duhocTDJ.vn/wp-content/litespeed/css/be71678994b50ceef3ccc2f72292e037.css?ver=3cc70)
20:38:52	296/296	---M-Z	500	error ('Internal%20Server%20Error')	text/xml	etag:%220d71adfe0323935b279e83122bd249c6%22	https://duhocTDJ.vn/comments/feed/	/abc/duhocTDJ.vn/comments/feed/index.html	(from https://duhocTDJ.vn/)
20:38:52	296/296	---M-Z	500	error ('Internal%20Server%20Error')	text/xml	etag:%220d71adfe0323935b279e83122bd249c6%22	https://duhocTDJ.vn/trang-chu/feed/	/abc/duhocTDJ.vn/trang-chu/feed/index.html	(from https://duhocTDJ.vn/)
20:38:53	296/296	---M-Z	500	error ('Internal%20Server%20Error')	text/xml	etag:%220d71adfe0323935b279e83122bd249c6%22	https://duhocTDJ.vn/feed/	/abc/duhocTDJ.vn/feed/index.html	(from https://duhocTDJ.vn/)
20:38:53	116/116	---M-Z	200	added ('OK')	text/plain	etag:%221215-1736602731;gz%22	http://duhocTDJ.vn/robots.txt		(from https://duhocTDJ.vn/)
20:38:53	2460531/2460531	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2026%20Mar%202024%2016:10:51%20GMT	https://duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/remixicon/remixicon.svg?t=1708865856766	/abc/duhocTDJ.vn/wp-content/plugins/ultimate-addons-for-contact-form-7/assets/admin/libs/remixicon/remixicon117c.svg	(from https://duhocTDJ.vn/wp-content/litespeed/css/be71678994b50ceef3ccc2f72292e037.css?ver=3cc70)
20:38:54	575237/575237	---M-Z	200	added ('OK')	text/css	date:Sat,%2011%20Jan%202025%2013:38:22%20GMT	https://duhocTDJ.vn/wp-content/litespeed/css/70e68a14b1555987d75c140df9b7910a.css?ver=3cc70	/abc/duhocTDJ.vn/wp-content/litespeed/css/70e68a14b1555987d75c140df9b7910a8afc.css	(from https://duhocTDJ.vn/gioi-thieu-TDJ/)
20:38:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20Jan%202025%2013:38:53%20GMT	https://duhocTDJ.vn/?wordfence_lh=1%26hid=26D4F1790E633F8AE3E3370872B6B6F1	/abc/duhocTDJ.vn/indexfacb.html	(from http://duhocTDJ.vn/?wordfence_lh=1&hid=26D4F1790E633F8AE3E3370872B6B6F1)
20:38:55	2144/2144	---M-Z	200	added ('OK')	application/json	etag:%221217-1736602734;gz%22	https://duhocTDJ.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2FduhocTDJ.vn%2Fgioi-thieu-TDJ%2F	/abc/duhocTDJ.vn/wp-json/oembed/1.0/embeded53.json	(from https://duhocTDJ.vn/gioi-thieu-TDJ/)
20:38:55	100830/100830	---MCZ	200	added ('OK')	application/json	etag:%221216-1736602734;gz%22	https://duhocTDJ.vn/wp-json/wp/v2/pages/53	/abc/duhocTDJ.vn/wp-json/wp/v2/pages/53.json	(from https://duhocTDJ.vn/gioi-thieu-TDJ/)
20:38:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20Jan%202025%2013:38:54%20GMT	https://duhocTDJ.vn/?p=53	/abc/duhocTDJ.vn/index5fb3.html	(from https://duhocTDJ.vn/gioi-thieu-TDJ/)
20:38:55	2303/2303	---M-Z	200	added ('OK')	text/xml	etag:%221218-1736602734;gz%22	https://duhocTDJ.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2FduhocTDJ.vn%2Fgioi-thieu-TDJ%2F&format=xml	/abc/duhocTDJ.vn/wp-json/oembed/1.0/embed16ef	(from https://duhocTDJ.vn/gioi-thieu-TDJ/)
20:38:57	574874/574874	---M-Z	200	added ('OK')	text/css	date:Sat,%2011%20Jan%202025%2013:38:20%20GMT	https://duhocTDJ.vn/wp-content/litespeed/css/ac359cfb0d2c39b2733d71f53ce4e6ac.css?ver=3cc70	/abc/duhocTDJ.vn/wp-content/litespeed/css/ac359cfb0d2c39b2733d71f53ce4e6ac8afc.css	(from https://duhocTDJ.vn/du-hoc-dai-loan/)
20:38:57	231439/231439	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Jul%202023%2001:45:11%20GMT	https://duhocTDJ.vn/wp-content/uploads/2023/07/cuoc-song-du-hoc-tai-trung-quoc-min.png	/abc/duhocTDJ.vn/wp-content/uploads/2023/07/cuoc-song-du-hoc-tai-trung-quoc-min.png	(from https://duhocTDJ.vn/gioi-thieu-TDJ/)
20:38:58	2134/2134	---M-Z	200	added ('OK')	application/json	etag:%221220-1736602737;gz%22	https://duhocTDJ.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2FduhocTDJ.vn%2Fdu-hoc-dai-loan%2F	/abc/duhocTDJ.vn/wp-json/oembed/1.0/embed6f2d.json	(from https://duhocTDJ.vn/du-hoc-dai-loan/)
20:38:58	117666/117666	---MCZ	200	added ('OK')	application/json	etag:%221219-1736602736;gz%22	https://duhocTDJ.vn/wp-json/wp/v2/pages/65	/abc/duhocTDJ.vn/wp-json/wp/v2/pages/65.json	(from https://duhocTDJ.vn/du-hoc-dai-loan/)
20:38:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20Jan%202025%2013:38:57%20GMT	https://duhocTDJ.vn/?p=65	/abc/duhocTDJ.vn/index7665.html	(from https://duhocTDJ.vn/du-hoc-dai-loan/)
20:38:58	2290/2290	---M-Z	200	added ('OK')	text/xml	etag:%221221-1736602737;gz%22	https://duhocTDJ.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2FduhocTDJ.vn%2Fdu-hoc-dai-loan%2F&format=xml	/abc/duhocTDJ.vn/wp-json/oembed/1.0/embed83ce	(from https://duhocTDJ.vn/du-hoc-dai-loan/)
20:38:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20Jan%202025%2013:38:58%20GMT	http://duhocTDJ.vn/?wordfence_lh=1&hid=C93B8ED33ED58C55E70B3154235FAE20	/abc/duhocTDJ.vn/indexfb24.html	(from https://duhocTDJ.vn/du-hoc-dai-loan/)
20:38:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20Jan%202025%2013:38:57%20GMT	https://duhocTDJ.vn/du-hoc-dai-loan/he-vua-hoc-vua-lam	/abc/duhocTDJ.vn/du-hoc-dai-loan/he-vua-hoc-vua-lam	(from https://duhocTDJ.vn/du-hoc-dai-loan/)
20:38:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20Jan%202025%2013:38:58%20GMT	https://duhocTDJ.vn/du-hoc-dai-loan/he-vua-hoc-vua-lam	/abc/duhocTDJ.vn/du-hoc-dai-loan/he-vua-hoc-vua-lam	(from https://duhocTDJ.vn/du-hoc-dai-loan/)
20:39:00	574132/574132	---M-Z	200	added ('OK')	text/css	date:Sat,%2011%20Jan%202025%2013:38:21%20GMT	https://duhocTDJ.vn/wp-content/litespeed/css/c2d20b3748a538bf9573660224561f59.css?ver=3cc70	/abc/duhocTDJ.vn/wp-content/litespeed/css/c2d20b3748a538bf9573660224561f598afc.css	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-vua-hoc-vua-lam/)
20:39:00	88952/88952	---MCZ	200	added ('OK')	application/json	etag:%221222-1736602739;gz%22	https://duhocTDJ.vn/wp-json/wp/v2/pages/440	/abc/duhocTDJ.vn/wp-json/wp/v2/pages/440.json	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-vua-hoc-vua-lam/)
20:39:00	2213/2213	---M-Z	200	added ('OK')	application/json	etag:%221223-1736602739;gz%22	https://duhocTDJ.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2FduhocTDJ.vn%2Fdu-hoc-dai-loan%2Fhe-vua-hoc-vua-lam%2F	/abc/duhocTDJ.vn/wp-json/oembed/1.0/embed976f.json	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-vua-hoc-vua-lam/)
20:39:01	2382/2382	---M-Z	200	added ('OK')	text/xml	etag:%221224-1736602739;gz%22	https://duhocTDJ.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2FduhocTDJ.vn%2Fdu-hoc-dai-loan%2Fhe-vua-hoc-vua-lam%2F&format=xml	/abc/duhocTDJ.vn/wp-json/oembed/1.0/embed23da	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-vua-hoc-vua-lam/)
20:39:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20Jan%202025%2013:39:00%20GMT	https://duhocTDJ.vn/?p=440	/abc/duhocTDJ.vn/indexe982.html	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-vua-hoc-vua-lam/)
20:39:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20Jan%202025%2013:39:01%20GMT	http://duhocTDJ.vn/?wordfence_lh=1&hid=F0E099FFE9975CD6152C07D8D84A36A1	/abc/duhocTDJ.vn/index7b38.html	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-vua-hoc-vua-lam/)
20:39:04	648771/648771	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Jul%202023%2016:44:17%20GMT	https://duhocTDJ.vn/wp-content/uploads/2023/07/pexels-te-ta-7513973-scaled-1-1.jpg	/abc/duhocTDJ.vn/wp-content/uploads/2023/07/pexels-te-ta-7513973-scaled-1-1.jpg	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-vua-hoc-vua-lam/)
20:39:04	648771/648771	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Jul%202023%2011:38:43%20GMT	https://duhocTDJ.vn/wp-content/uploads/2023/07/pexels-te-ta-7513973-scaled-2.jpg	/abc/duhocTDJ.vn/wp-content/uploads/2023/07/pexels-te-ta-7513973-scaled-2.jpg	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-vua-hoc-vua-lam/)
20:39:05	2347/2347	---M-Z	200	added ('OK')	text/css	date:Sat,%2011%20Jan%202025%2013:38:38%20GMT	https://duhocTDJ.vn/wp-content/litespeed/css/5a52c8852c5ffa53b10db04e4d8a8b69.css?ver=0a5f3	/abc/duhocTDJ.vn/wp-content/litespeed/css/5a52c8852c5ffa53b10db04e4d8a8b6931d8.css	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-1-4/)
20:39:05	59064/59064	---M-Z	200	added ('OK')	text/css	date:Sat,%2011%20Jan%202025%2013:38:38%20GMT	https://duhocTDJ.vn/wp-content/litespeed/css/22668e7f47c8cfff0f56e8f5777958d1.css?ver=09963	/abc/duhocTDJ.vn/wp-content/litespeed/css/22668e7f47c8cfff0f56e8f5777958d111cd.css	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-1-4/)
20:39:06	31582/31582	---M-Z	200	added ('OK')	text/css	date:Sat,%2011%20Jan%202025%2013:38:38%20GMT	https://duhocTDJ.vn/wp-content/litespeed/css/3143073ae745bd411304cc818c70da86.css?ver=04621	/abc/duhocTDJ.vn/wp-content/litespeed/css/3143073ae745bd411304cc818c70da86a870.css	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-1-4/)
20:39:06	61087/61087	---M-Z	200	added ('OK')	text/css	date:Sat,%2011%20Jan%202025%2013:38:38%20GMT	https://duhocTDJ.vn/wp-content/litespeed/css/eac9b7802e9f5c665c607ed88a49b620.css?ver=f89a1	/abc/duhocTDJ.vn/wp-content/litespeed/css/eac9b7802e9f5c665c607ed88a49b620af74.css	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-1-4/)
20:39:06	104737/104737	---M-Z	200	added ('OK')	text/css	date:Sat,%2011%20Jan%202025%2013:38:38%20GMT	https://duhocTDJ.vn/wp-content/litespeed/css/5d5fbeeec5da35129e81922f95d6df46.css?ver=75060	/abc/duhocTDJ.vn/wp-content/litespeed/css/5d5fbeeec5da35129e81922f95d6df464eb2.css	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-1-4/)
20:39:06	121727/121727	---M-Z	200	added ('OK')	text/css	date:Sat,%2011%20Jan%202025%2013:38:38%20GMT	https://duhocTDJ.vn/wp-content/litespeed/css/7efbc5b9b593f2b54d3f8746f72ff393.css?ver=5a367	/abc/duhocTDJ.vn/wp-content/litespeed/css/7efbc5b9b593f2b54d3f8746f72ff3933cd9.css	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-1-4/)
20:39:07	151735/151735	---M-Z	200	added ('OK')	text/css	date:Sat,%2011%20Jan%202025%2013:38:38%20GMT	https://duhocTDJ.vn/wp-content/litespeed/css/596c9e76d0747648f9efadefdd98bf45.css?ver=6f56b	/abc/duhocTDJ.vn/wp-content/litespeed/css/596c9e76d0747648f9efadefdd98bf458195.css	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-1-4/)
20:39:07	16968/16968	---M-Z	200	added ('OK')	text/css	date:Sat,%2011%20Jan%202025%2013:38:38%20GMT	https://duhocTDJ.vn/wp-content/litespeed/css/0fbc218a78564072f7fa12d5f5448e5e.css?ver=a6629	/abc/duhocTDJ.vn/wp-content/litespeed/css/0fbc218a78564072f7fa12d5f5448e5ea66a.css	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-1-4/)
20:39:07	87553/87553	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2008%20Nov%202023%2018:35:27%20GMT	https://duhocTDJ.vn/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	/abc/duhocTDJ.vn/wp-includes/js/jquery/jquery.minf43b.js	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-1-4/)
20:39:08	13577/13577	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2011%20Jan%202025%2013:38:38%20GMT	https://duhocTDJ.vn/wp-content/litespeed/js/3de85169b0e7c3aae75259fc6dffe23a.js?ver=f11d5	/abc/duhocTDJ.vn/wp-content/litespeed/js/3de85169b0e7c3aae75259fc6dffe23ad742.js	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-1-4/)
20:39:08	74887/74887	---MCZ	200	added ('OK')	application/json	etag:%221225-1736602747;gz%22	https://duhocTDJ.vn/wp-json/wp/v2/pages/73	/abc/duhocTDJ.vn/wp-json/wp/v2/pages/73.json	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-1-4/)
20:39:08	2099/2099	---M-Z	200	added ('OK')	application/json	etag:%221226-1736602747;gz%22	https://duhocTDJ.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2FduhocTDJ.vn%2Fdu-hoc-dai-loan%2Fhe-1-4%2F	/abc/duhocTDJ.vn/wp-json/oembed/1.0/embed6eb7.json	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-1-4/)
20:39:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2011%20Jan%202025%2013:39:07%20GMT	https://duhocTDJ.vn/?p=73	/abc/duhocTDJ.vn/index8cae.html	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-1-4/)
20:39:09	2250/2250	---M-Z	200	added ('OK')	text/xml	etag:%221227-1736602747;gz%22	https://duhocTDJ.vn/wp-json/oembed/1.0/embed?url=https%3A%2F%2FduhocTDJ.vn%2Fdu-hoc-dai-loan%2Fhe-1-4%2F&format=xml	/abc/duhocTDJ.vn/wp-json/oembed/1.0/embed21fc	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-1-4/)
20:39:10	375409/375409	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Nov%202023%2008:46:50%20GMT	https://duhocTDJ.vn/wp-content/uploads/2023/11/abc-1024x904.png	/abc/duhocTDJ.vn/wp-content/uploads/2023/11/abc-1024x904.png	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-1-4/)
20:39:12	1735/1735	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Jun%202023%2003:07:06%20GMT	https://duhocTDJ.vn/wp-content/uploads/2019/07/send-icon.jpg	/abc/duhocTDJ.vn/wp-content/uploads/2019/07/send-icon.jpg	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-1-4/)
20:39:12	1535281/1535281	---M--	200	added ('OK')	image/png	date:Tue,%2011%20Jul%202023%2016:27:13%20GMT	https://duhocTDJ.vn/wp-content/uploads/2023/07/banner-uy-tin-hang-dau.png	/abc/duhocTDJ.vn/wp-content/uploads/2023/07/banner-uy-tin-hang-dau.png	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-vua-hoc-vua-lam/)
20:39:12	815/815	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Jun%202023%2003:07:06%20GMT	https://duhocTDJ.vn/wp-content/uploads/2019/07/Register.png	/abc/duhocTDJ.vn/wp-content/uploads/2019/07/Register.png	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-1-4/)
20:39:12	1258/1258	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Jun%202023%2003:07:06%20GMT	https://duhocTDJ.vn/wp-content/uploads/2019/07/Facebook.png	/abc/duhocTDJ.vn/wp-content/uploads/2019/07/Facebook.png	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-1-4/)
20:39:13	1091/1091	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Jun%202023%2003:07:06%20GMT	https://duhocTDJ.vn/wp-content/uploads/2019/07/HN.png	/abc/duhocTDJ.vn/wp-content/uploads/2019/07/HN.png	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-1-4/)
20:39:13	286979/286979	---M--	200	added ('OK')	image/jpeg	date:Mon,%2006%20Nov%202023%2008:22:08%20GMT	https://duhocTDJ.vn/wp-content/uploads/2023/11/Thiet-ke-chua-co-ten-2-scaled.jpg	/abc/duhocTDJ.vn/wp-content/uploads/2023/11/Thiet-ke-chua-co-ten-2-scaled.jpg	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-1-4/)
20:39:13	1191/1191	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Jun%202023%2003:07:06%20GMT	https://duhocTDJ.vn/wp-content/uploads/2019/07/down-arrow.png	/abc/duhocTDJ.vn/wp-content/uploads/2019/07/down-arrow.png	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-1-4/)
20:39:13	896099/896099	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Nov%202023%2008:46:49%20GMT	https://duhocTDJ.vn/wp-content/uploads/2023/11/abc.png	/abc/duhocTDJ.vn/wp-content/uploads/2023/11/abc.png	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-1-4/)
20:39:13	1117/1117	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Jun%202023%2003:07:06%20GMT	https://duhocTDJ.vn/wp-content/uploads/2019/07/exam.png	/abc/duhocTDJ.vn/wp-content/uploads/2019/07/exam.png	(from https://duhocTDJ.vn/du-hoc-dai-loan/he-1-4/)
